abbrev,correct title,title1_votes,title1,title2,title3,correct url,url1_votes,url1,url2,url3
FUZZY SET SYST,fuzzy sets and systems,3,fuzzy sets and systems,,,http://www.journals.elsevier.com/fuzzy-sets-and-systems/editorial-board/,2,http://www.journals.elsevier.com/fuzzy-sets-and-systems/editorial-board/,http://www.journals.elsevier.com/fuzzy-sets-and-systems/,
HIST MATH,historia mathematica,3,historia mathematica,,,http://www.journals.elsevier.com/historia-mathematica/editorial-board/,2,http://www.journals.elsevier.com/historia-mathematica/editorial-board/,http://www.journals.elsevier.com/historia-mathematica/,
INDAGAT MATH NEW SER,indagationes mathematicae,2,indagationes mathematicae,indagationes mathematicae-new series impact factor,,http://www.journals.elsevier.com/indagationes-mathematicae/editorial-board/,3,http://www.journals.elsevier.com/indagationes-mathematicae/editorial-board/,,
INFORM COMPUT,information and computation,3,information and computation,,,http://www.journals.elsevier.com/information-and-computation/editorial-board/,2,http://www.journals.elsevier.com/information-and-computation/editorial-board/,http://www.journals.elsevier.com/information-and-computation/,
INSUR MATH ECON,insurance: mathematics and economics,3,insurance: mathematics and economics,,,http://www.journals.elsevier.com/insurance-mathematics-and-economics/editorial-board/,3,http://www.journals.elsevier.com/insurance-mathematics-and-economics/editorial-board/,,
J MATH PURE APPL,journal de mathématiques pures et appliquées,3,journal de mathÃ©matiques pures et appliquÃ©es,,,http://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees/editorial-board/,2,http://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees/editorial-board/,http://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees/,
J ALGEBRA,journal of algebra,3,journal of algebra,,,http://www.journals.elsevier.com/journal-of-algebra/editorial-board/,3,http://www.journals.elsevier.com/journal-of-algebra/editorial-board/,,
J APPL LOGIC,journal of applied logic,3,journal of applied logic,,,http://www.journals.elsevier.com/journal-of-applied-logic/editorial-board/,2,http://www.journals.elsevier.com/journal-of-applied-logic/editorial-board/,http://www.journals.elsevier.com/journal-of-applied-logic/,
PMM-J APPL MATH MEC+,pmm journal of applied mathematics and mechanics,2,pmm journal of applied mathematics and mechanics,journal of applied mathematics and mechanics,,http://www.journals.elsevier.com/journal-of-applied-mathematics-and-mechanics/editorial-board/,2,http://www.journals.elsevier.com/journal-of-applied-mathematics-and-mechanics/editorial-board/,http://www.sciencedirect.com/science/article/pii/S0021892815001148/pdfft?md5=875b5686b27d6850c663105c0c1c6820&pid=1-s2.0-S0021892815001148-main.pdf,
J APPROX THEORY,journal of approximation theory,3,journal of approximation theory,,,http://www.journals.elsevier.com/journal-of-approximation-theory/editorial-board/,3,http://www.journals.elsevier.com/journal-of-approximation-theory/editorial-board/,,
J COMB THEORY A,"journal of combinatorial theory, series a",3,"journal of combinatorial theory, series a",,,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/,3,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/editorial-board/,,
J COMB THEORY B,"journal of combinatorial theory, series b",2,"journal of combinatorial theory, series b",journal of combinatorial theory,,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b/editorial-board/,3,http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b/editorial-board/,,
J COMPLEXITY,journal of complexity,3,journal of complexity,,,http://www.journals.elsevier.com/journal-of-complexity/editorial-board/,3,http://www.journals.elsevier.com/journal-of-complexity/editorial-board/,,
J COMPUT APPL MATH,journal of computational and applied mathematics,3,journal of computational and applied mathematics,,,http://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics/editorial-board/,2,http://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics/editorial-board/,http://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics/,
J DIFFER EQUATIONS,journal of differential equations,3,journal of differential equations,,,http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/,3,http://www.journals.elsevier.com/journal-of-differential-equations/editorial-board/,,
J ECONOMETRICS,journal of econometrics,3,journal of econometrics,,,http://www.journals.elsevier.com/journal-of-econometrics/editorial-board/,3,http://www.journals.elsevier.com/journal-of-econometrics/editorial-board/,,
J FUNCT ANAL,journal of functional analysis,3,journal of functional analysis,,,http://www.journals.elsevier.com/journal-of-functional-analysis/editorial-board/,3,http://www.journals.elsevier.com/journal-of-functional-analysis/editorial-board/,,
J GEOM PHYS,journal of geometry and physics,2,journal of geometry and physics,journal of geometry and symmetry in physics,,http://www.journals.elsevier.com/journal-of-geometry-and-physics/editorial-board/,2,http://www.journals.elsevier.com/journal-of-geometry-and-physics/editorial-board/,http://www.emis.de/journals/JGSP/,
J MATH ANAL APPL,journal of mathematical analysis and applications,3,journal of mathematical analysis and applications,,,http://www.journals.elsevier.com/journal-of-mathematical-analysis-and-applications/editorial-board/,2,http://www.journals.elsevier.com/journal-of-mathematical-analysis-and-applications/editorial-board/,http://ac.els-cdn.com/S0022247X16000196/1-s2.0-S0022247X16000196-main.pdf?_tid=c48ab8da-bada-11e5-ab8d-00000aacb35f&acdnat=1452788626_d9cecec23f09173ed5bdc503078c0af5,
J MATH ECON,journal of mathematical economics,3,journal of mathematical economics,,,http://www.journals.elsevier.com/journal-of-mathematical-economics/editorial-board/,2,http://www.journals.elsevier.com/journal-of-mathematical-economics/editorial-board/,http://www.journals.elsevier.com/journal-of-mathematical-economics/,
J MATH PSYCHOL,journal of mathematical psychology,3,journal of mathematical psychology,,,http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/,2,http://www.journals.elsevier.com/journal-of-mathematical-psychology/editorial-board/,http://www.journals.elsevier.com/journal-of-mathematical-psychology/,
J MOL GRAPH MODEL,journal of molecular graphics and modelling,3,journal of molecular graphics and modelling,,,http://www.journals.elsevier.com/journal-of-molecular-graphics-and-modelling/editorial-board/,3,http://www.journals.elsevier.com/journal-of-molecular-graphics-and-modelling/editorial-board/,,
J NUMBER THEORY,journal of number theory,3,journal of number theory,,,http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/,3,http://www.journals.elsevier.com/journal-of-number-theory/editorial-board/,,
J PURE APPL ALGEBRA,journal of pure and applied algebra,3,journal of pure and applied algebra,,,http://www.journals.elsevier.com/journal-of-pure-and-applied-algebra/editorial-board/,2,http://www.journals.elsevier.com/journal-of-pure-and-applied-algebra/editorial-board/,http://www.journals.elsevier.com/journal-of-pure-and-applied-algebra/,
J FRANKLIN I,journal of the franklin institute,1,journal of the franklin institute: engineering and applied mathematics,journal of the franklin institute h,journal of the franklin institute,http://www.journals.elsevier.com/journal-of-the-franklin-institute/editorial-board/,3,http://www.journals.elsevier.com/journal-of-the-franklin-institute/editorial-board/,,
J THEOR BIOL,journal of theoretical biology,3,journal of theoretical biology,,,http://www.journals.elsevier.com/journal-of-theoretical-biology/editorial-board/,2,http://www.journals.elsevier.com/journal-of-theoretical-biology/,,
LINEAR ALGEBRA APPL,linear algebra and its applications,2,linear algebra and its applications,linear algebra and its applications editorial board,,http://www.journals.elsevier.com/linear-algebra-and-its-applications/editorial-board/,3,http://www.journals.elsevier.com/linear-algebra-and-its-applications/editorial-board/,,
MATH BIOSCI,mathematical biosciences,3,mathematical biosciences,,,http://www.journals.elsevier.com/mathematical-biosciences/editorial-board/,2,http://www.journals.elsevier.com/mathematical-biosciences/editorial-board/,http://www.journals.elsevier.com/mathematical-biosciences/,
MATH SOC SCI,mathematical social sciences,3,mathematical social sciences,,,http://www.journals.elsevier.com/mathematical-social-sciences/editorial-board/,3,http://www.journals.elsevier.com/mathematical-social-sciences/editorial-board/,,
B MATH SOC SCI MATH,bulletin mathematique de la societe des sciences mathematiques de roumanie,2,mathematical social sciences,,,http://www.journals.elsevier.com/mathematical-social-sciences/editorial-board/,2,http://www.journals.elsevier.com/mathematical-social-sciences/editorial-board/,,
MATH COMPUT SIMULAT,mathematics and computers in simulation,3,mathematics and computers in simulation,,,http://www.journals.elsevier.com/mathematics-and-computers-in-simulation/editorial-board/,2,http://www.journals.elsevier.com/mathematics-and-computers-in-simulation/editorial-board/,http://www.journals.elsevier.com/mathematics-and-computers-in-simulation/,
NONLINEAR ANAL-HYBRI,nonlinear analysis: hybrid systems,3,nonlinear analysis: hybrid systems,,,http://www.journals.elsevier.com/nonlinear-analysis-hybrid-systems/editorial-board/,3,http://www.journals.elsevier.com/nonlinear-analysis-hybrid-systems/editorial-board/,,
NONLINEAR ANAL-REAL,nonlinear analysis: real world applications,3,nonlinear analysis: real world applications,,,http://www.journals.elsevier.com/nonlinear-analysis-real-world-applications/editorial-board/,3,http://www.journals.elsevier.com/nonlinear-analysis-real-world-applications/editorial-board/,,
NONLINEAR ANAL-THEOR,"nonlinear analysis: theory, methods & applications",3,"nonlinear analysis: theory, methods & applications",,,http://www.journals.elsevier.com/nonlinear-analysis-theory-methods-and-applications/editorial-board/,2,http://www.journals.elsevier.com/nonlinear-analysis-theory-methods-and-applications/,http://www.journals.elsevier.com/nonlinear-analysis-theory-methods-and-applications/editorial-board/,
PHYSICA D,physica d: nonlinear phenomena,3,physica d: nonlinear phenomena,,,http://www.journals.elsevier.com/physica-d-nonlinear-phenomena/editorial-board/,2,http://www.journals.elsevier.com/physica-d-nonlinear-phenomena/editorial-board/,http://www.elsevier.com/journals/physica-d-nonlinear-phenomena/0167-2789/editorial-board,
REV INT METOD NUMER,revista internacional de métodos numéricos para cálculo y diseño en ingenierÍ­a,2,revista internacional de mÃ©todos numÃ©ricos para cÃ¡lculo y diseÃ±o en ingenierÃ­a,revista internacional de metodos numericos para calculo y diseno en ingenie impact factor,,http://www.journals.elsevier.com/revista-internacional-de-metodos-numericos-para-calculo-y-diseno-en-ingenieria/editorial-board/,2,http://www.journals.elsevier.com/revista-internacional-de-metodos-numericos-para-calculo-y-diseno-en-ingenieria/editorial-board/,http://www.scijournal.org/impact-factor-of-REV-INT-METOD-NUMER.shtml,
SPAT STAT-NETH,spatial statistics,2,spatial statistics,,,http://www.journals.elsevier.com/spatial-statistics/editorial-board/,2,http://www.journals.elsevier.com/spatial-statistics/editorial-board/,,
TOPOL APPL,topology and its applications,3,topology and its applications,,,http://www.journals.elsevier.com/topology-and-its-applications/editorial-board/,3,http://www.journals.elsevier.com/topology-and-its-applications/editorial-board/,,
EVOL BIOINFORM,evolutionary bioinformatics,3,evolutionary bioinformatics,,,http://www.la-press.com/journal.php?journal_id=17&pa=editorial_board,3,http://www.la-press.com/journal.php?journal_id=17&pa=editorial_board,,
J COMPUT BIOL,journal of computational biology,3,journal of computational biology,,,http://www.liebertpub.com/editorialboard/journal-of-computational-biology/31/,3,http://www.liebertpub.com/editorialboard/journal-of-computational-biology/31/,,
P LOND MATH SOC,proceedings of the london mathematical society,3,proceedings of the london mathematical society,,,http://www.lms.ac.uk/publications/editorial-advisers,2,http://www.lms.ac.uk/publications/editorial-advisers,http://www.oxfordjournals.org/our_journals/plms/editorial_board.html,
LMS J COMPUT MATH,lms journal of computation and mathematics,3,lms journal of computation and mathematics,,,http://www.lms.ac.uk/publications/jcm-advisers,2,http://www.lms.ac.uk/publications/jcm-advisers,http://www.lms.ac.uk/publications/jcm,
MATHEMATIKA,mathematika,3,mathematika,,,http://www.lms.ac.uk/publications/mtk-editorial-board,1,http://www.lms.ac.uk/publications/mtk-editorial-board,http://journals.cambridge.org/action/displayJournal?jid=MTK,http://journals.cambridge.org/action/displayMoreInfo?jid=MTK&type=eb
MICH MATH J,the michigan mathematical journal,2,the michigan mathematical journal,michigan mathematical journal,,http://www.lsa.umich.edu/math/outreach/michiganmathematicaljournal,3,http://www.lsa.umich.edu/math/outreach/michiganmathematicaljournal,,
AM MATH MON,american mathematical monthly,2,the american mathematical monthly,on devaney's definition of chaos. am math mon,,http://www.maa.org/publications/periodicals/american-mathematical-monthly/past-editors-of-the-american-mathematical-monthly,1,http://www.maa.org/publications/periodicals/american-mathematical-monthly/past-editors-of-the-american-mathematical-monthly,http://www.researchgate.net/publication/235605725_On_Devaney's_Definition_of_Chaos_Am_Math_Mon,
